window_id	item_id_seq_train	item_id_target	interaction_time_delta_train	session	common_item
3252	4	5	0	4108.0	1
3253	28 4	5	5 0	4115.0	1
3254	28	4	5	4115.0	0
3255	2 3 2 4 5 6	23	1 0 0 0 25 2	4118.0	0
3256	2 3 2 4 5	6	1 0 0 0 25	4118.0	1
3257	2 3 2 4	5	1 0 0 0	4118.0	1
3258	2 3 2	4	1 0 0	4118.0	0
3259	2 3	2	1 0	4118.0	1
3260	2	3	1	4118.0	0
3261	6	28	1	4119.0	0
3262	2 28 3 2 6 23 3	2	1 2 1 4 0 9 0	4122.0	1
3263	2 28 3 2 6 23	3	1 2 1 4 0 9	4122.0	0
3264	2 28 3 2 6	23	1 2 1 4 0	4122.0	0
3265	2 28 3 2	6	1 2 1 4	4122.0	1
3266	2 28 3	2	1 2 1	4122.0	1
3267	2 28	3	1 2	4122.0	0
3268	2	28	1	4122.0	0
3269	6 6 2 6	23	0 8 0 0	4124.0	0
3270	6 6 2	6	0 8 0	4124.0	1
3271	6 6	2	0 8	4124.0	1
3272	6	6	0	4124.0	1
3273	6 9 2 6 5 6 9 9 9 9 9 9 6 9 9 6	2	0 1 0 1 1 1 1 1 1 0 1 0 1 0 10 31	4127.0	1
3274	6 9 2 6 5 6 9 9 9 9 9 9 6 9 9	6	0 1 0 1 1 1 1 1 1 0 1 0 1 0 10	4127.0	1
3275	6 9 2 6 5 6 9 9 9 9 9 9 6 9	9	0 1 0 1 1 1 1 1 1 0 1 0 1 0	4127.0	0
3276	6 9 2 6 5 6 9 9 9 9 9 9 6	9	0 1 0 1 1 1 1 1 1 0 1 0 1	4127.0	0
3277	6 9 2 6 5 6 9 9 9 9 9 9	6	0 1 0 1 1 1 1 1 1 0 1 0	4127.0	1
3278	6 9 2 6 5 6 9 9 9 9 9	9	0 1 0 1 1 1 1 1 1 0 1	4127.0	0
3279	6 9 2 6 5 6 9 9 9 9	9	0 1 0 1 1 1 1 1 1 0	4127.0	0
3280	6 9 2 6 5 6 9 9 9	9	0 1 0 1 1 1 1 1 1	4127.0	0
3281	6 9 2 6 5 6 9 9	9	0 1 0 1 1 1 1 1	4127.0	0
3282	6 9 2 6 5 6 9	9	0 1 0 1 1 1 1	4127.0	0
3283	6 9 2 6 5 6	9	0 1 0 1 1 1	4127.0	0
3284	6 9 2 6 5	6	0 1 0 1 1	4127.0	1
3285	6 9 2 6	5	0 1 0 1	4127.0	1
3286	6 9 2	6	0 1 0	4127.0	1
3287	6 9	2	0 1	4127.0	1
3288	6	9	0	4127.0	0
3289	2 6 9 28 6 2 3	2	5 0 1 2 23 0 0	4139.0	1
3290	2 6 9 28 6 2	3	5 0 1 2 23 0	4139.0	0
3291	2 6 9 28 6	2	5 0 1 2 23	4139.0	1
3292	2 6 9 28	6	5 0 1 2	4139.0	1
3293	2 6 9	28	5 0 1	4139.0	0
3294	2 6	9	5 0	4139.0	0
3295	2	6	5	4139.0	1
3296	6 6 23 6 23 2	6	1 0 7 0 2 13	4149.0	1
3297	6 6 23 6 23	2	1 0 7 0 2	4149.0	1
3298	6 6 23 6	23	1 0 7 0	4149.0	0
3299	6 6 23	6	1 0 7	4149.0	1
3300	6 6	23	1 0	4149.0	0
3301	6	6	1	4149.0	1
3302	5	4	0	4150.0	0
3303	2 3 2 6 6 6	6	2 0 0 27 3 6	4162.0	1
3304	2 3 2 6 6	6	2 0 0 27 3	4162.0	1
3305	2 3 2 6	6	2 0 0 27	4162.0	1
3306	2 3 2	6	2 0 0	4162.0	1
3307	2 3	2	2 0	4162.0	1
3308	2	3	2	4162.0	0
3309	6 6 9 6 28 2 2	9	5 2 0 5 3 12 3	4167.0	0
3310	6 6 9 6 28 2	2	5 2 0 5 3 12	4167.0	1
3311	6 6 9 6 28	2	5 2 0 5 3	4167.0	1
3312	6 6 9 6	28	5 2 0 5	4167.0	0
3313	6 6 9	6	5 2 0	4167.0	1
3314	6 6	9	5 2	4167.0	0
3315	6	6	5	4167.0	1
3316	2 3	2	0 27	4169.0	1
3317	2	3	0	4169.0	0
3318	6 2 6 6	2	16 2 0 12	4177.0	1
3319	6 2 6	6	16 2 0	4177.0	1
3320	6 2	6	16 2	4177.0	1
3321	6	2	16	4177.0	1
3322	2 2	2	4 5	4178.0	1
3323	2	2	4	4178.0	1
3324	4 5 3 2 6 6 24 6 6 2 6	2	0 3 0 2 1 0 9 3 36 0 10	4179.0	1
3325	4 5 3 2 6 6 24 6 6 2	6	0 3 0 2 1 0 9 3 36 0	4179.0	1
3326	4 5 3 2 6 6 24 6 6	2	0 3 0 2 1 0 9 3 36	4179.0	1
3327	4 5 3 2 6 6 24 6	6	0 3 0 2 1 0 9 3	4179.0	1
3328	4 5 3 2 6 6 24	6	0 3 0 2 1 0 9	4179.0	1
3329	4 5 3 2 6 6	24	0 3 0 2 1 0	4179.0	0
3330	4 5 3 2 6	6	0 3 0 2 1	4179.0	1
3331	4 5 3 2	6	0 3 0 2	4179.0	1
3332	4 5 3	2	0 3 0	4179.0	1
3333	4 5	3	0 3	4179.0	0
3334	4	5	0	4179.0	1
3335	4 5 6 23	2	0 1 0 43	4180.0	1
3336	4 5 6	23	0 1 0	4180.0	0
3337	4 5	6	0 1	4180.0	1
3338	4	5	0	4180.0	1
3339	6 28 3 2	2	128 1 0 31	4183.0	1
3340	6 28 3	2	128 1 0	4183.0	1
3341	6 28	3	128 1	4183.0	0
3342	6	28	128	4183.0	0
3343	28	6	30	4185.0	1
3344	2	2	0	4190.0	1
3345	2 3 2 2	2	0 0 8 42	4191.0	1
3346	2 3 2	2	0 0 8	4191.0	1
3347	2 3	2	0 0	4191.0	1
3348	2	3	0	4191.0	0
3349	9 6 9 9 9 2 3	2	0 0 0 1 1 0 252	4197.0	1
3350	9 6 9 9 9 2	3	0 0 0 1 1 0	4197.0	0
3351	9 6 9 9 9	2	0 0 0 1 1	4197.0	1
3352	9 6 9 9	9	0 0 0 1	4197.0	0
3353	9 6 9	9	0 0 0	4197.0	0
3354	9 6	9	0 0	4197.0	0
3355	9	6	0	4197.0	1
3356	2 3 2 2	3	0 6 3 0	4203.0	0
3357	2 3 2	2	0 6 3	4203.0	1
3358	2 3	2	0 6	4203.0	1
3359	2	3	0	4203.0	0
3360	6 6 23 2	2	0 0 26 40	4205.0	1
3361	6 6 23	2	0 0 26	4205.0	1
3362	6 6	23	0 0	4205.0	0
3363	6	6	0	4205.0	1
3364	6 23	6	0 29	4206.0	1
3365	6	23	0	4206.0	0
3366	2 3 2 6 28 3 2 28 2 3 2 2 28 2	3	1 0 12 0 1 0 23 0 0 0 8 0 1 0	4212.0	0
3367	2 3 2 6 28 3 2 28 2 3 2 2 28	2	1 0 12 0 1 0 23 0 0 0 8 0 1	4212.0	1
3368	2 3 2 6 28 3 2 28 2 3 2 2	28	1 0 12 0 1 0 23 0 0 0 8 0	4212.0	0
3369	2 3 2 6 28 3 2 28 2 3 2	2	1 0 12 0 1 0 23 0 0 0 8	4212.0	1
3370	2 3 2 6 28 3 2 28 2 3	2	1 0 12 0 1 0 23 0 0 0	4212.0	1
3371	2 3 2 6 28 3 2 28 2	3	1 0 12 0 1 0 23 0 0	4212.0	0
3372	2 3 2 6 28 3 2 28	2	1 0 12 0 1 0 23 0	4212.0	1
3373	2 3 2 6 28 3 2	28	1 0 12 0 1 0 23	4212.0	0
3374	2 3 2 6 28 3	2	1 0 12 0 1 0	4212.0	1
3375	2 3 2 6 28	3	1 0 12 0 1	4212.0	0
3376	2 3 2 6	28	1 0 12 0	4212.0	0
3377	2 3 2	6	1 0 12	4212.0	1
3378	2 3	2	1 0	4212.0	1
3379	2	3	1	4212.0	0
3380	2 6 2 2 3 2	2	0 1 0 17 0 0	4217.0	1
3381	2 6 2 2 3	2	0 1 0 17 0	4217.0	1
3382	2 6 2 2	3	0 1 0 17	4217.0	0
3383	2 6 2	2	0 1 0	4217.0	1
3384	2 6	2	0 1	4217.0	1
3385	2	6	0	4217.0	1
3386	6 6 28 2 2 3 4	5	0 0 0 0 0 11 0	4219.0	1
3387	6 6 28 2 2 3	4	0 0 0 0 0 11	4219.0	0
3388	6 6 28 2 2	3	0 0 0 0 0	4219.0	0
3389	6 6 28 2	2	0 0 0 0	4219.0	1
3390	6 6 28	2	0 0 0	4219.0	1
3391	6 6	28	0 0	4219.0	0
3392	6	6	0	4219.0	1
3393	6 28 2 3 2	28	0 7 11 0 15	4222.0	0
3394	6 28 2 3	2	0 7 11 0	4222.0	1
3395	6 28 2	3	0 7 11	4222.0	0
3396	6 28	2	0 7	4222.0	1
3397	6	28	0	4222.0	0
3398	3 2 2	28	0 0 35	4223.0	0
3399	3 2	2	0 0	4223.0	1
3400	3	2	0	4223.0	1
3401	28	28	0	4227.0	0
3402	6 3 2 5 28 3 2 5 5 4 5 5 5 5 28 6 3 2	2	3 0 8 7 0 0 44 7 0 4 0 0 0 49 0 1 0 47	4228.0	1
3403	6 3 2 5 28 3 2 5 5 4 5 5 5 5 28 6 3	2	3 0 8 7 0 0 44 7 0 4 0 0 0 49 0 1 0	4228.0	1
3404	6 3 2 5 28 3 2 5 5 4 5 5 5 5 28 6	3	3 0 8 7 0 0 44 7 0 4 0 0 0 49 0 1	4228.0	0
3405	6 3 2 5 28 3 2 5 5 4 5 5 5 5 28	6	3 0 8 7 0 0 44 7 0 4 0 0 0 49 0	4228.0	1
3406	6 3 2 5 28 3 2 5 5 4 5 5 5 5	28	3 0 8 7 0 0 44 7 0 4 0 0 0 49	4228.0	0
3407	6 3 2 5 28 3 2 5 5 4 5 5 5	5	3 0 8 7 0 0 44 7 0 4 0 0 0	4228.0	1
3408	6 3 2 5 28 3 2 5 5 4 5 5	5	3 0 8 7 0 0 44 7 0 4 0 0	4228.0	1
3409	6 3 2 5 28 3 2 5 5 4 5	5	3 0 8 7 0 0 44 7 0 4 0	4228.0	1
3410	6 3 2 5 28 3 2 5 5 4	5	3 0 8 7 0 0 44 7 0 4	4228.0	1
3411	6 3 2 5 28 3 2 5 5	4	3 0 8 7 0 0 44 7 0	4228.0	0
3412	6 3 2 5 28 3 2 5	5	3 0 8 7 0 0 44 7	4228.0	1
3413	6 3 2 5 28 3 2	5	3 0 8 7 0 0 44	4228.0	1
3414	6 3 2 5 28 3	2	3 0 8 7 0 0	4228.0	1
3415	6 3 2 5 28	3	3 0 8 7 0	4228.0	0
3416	6 3 2 5	28	3 0 8 7	4228.0	0
3417	6 3 2	5	3 0 8	4228.0	1
3418	6 3	2	3 0	4228.0	1
3419	6	3	3	4228.0	0
3420	2 3 28 2 28 2 28 2	28	0 1 26 4 3 17 1 27	4230.0	0
3421	2 3 28 2 28 2 28	2	0 1 26 4 3 17 1	4230.0	1
3422	2 3 28 2 28 2	28	0 1 26 4 3 17	4230.0	0
3423	2 3 28 2 28	2	0 1 26 4 3	4230.0	1
3424	2 3 28 2	28	0 1 26 4	4230.0	0
3425	2 3 28	2	0 1 26	4230.0	1
3426	2 3	28	0 1	4230.0	0
3427	2	3	0	4230.0	0
3428	28 28 4 5 3 2 4	5	0 1 0 7 0 2 0	4237.0	1
3429	28 28 4 5 3 2	4	0 1 0 7 0 2	4237.0	0
3430	28 28 4 5 3	2	0 1 0 7 0	4237.0	1
3431	28 28 4 5	3	0 1 0 7	4237.0	0
3432	28 28 4	5	0 1 0	4237.0	1
3433	28 28	4	0 1	4237.0	0
3434	28	28	0	4237.0	0
3435	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5 4 5 5 6 26 13 12 13	19	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8 0 50 48 161 0 1 0 0	4241.0	0
3436	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5 4 5 5 6 26 13 12	13	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8 0 50 48 161 0 1 0	4241.0	0
3437	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5 4 5 5 6 26 13	12	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8 0 50 48 161 0 1	4241.0	0
3438	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5 4 5 5 6 26	13	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8 0 50 48 161 0	4241.0	0
3439	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5 4 5 5 6	26	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8 0 50 48 161	4241.0	0
3440	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5 4 5 5	6	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8 0 50 48	4241.0	1
3441	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5 4 5	5	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8 0 50	4241.0	1
3442	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5 4	5	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8 0	4241.0	1
3443	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5 5	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14 8	4241.0	0
3444	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4 5	5	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0 14	4241.0	1
3445	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4 4	5	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0 0	4241.0	1
3446	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4 4	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0 0	4241.0	0
3447	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4 4	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0 0	4241.0	0
3448	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4 4	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0 0	4241.0	0
3449	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4 4	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0 0	4241.0	0
3450	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4 4	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0 0	4241.0	0
3451	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4 4	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1 0	4241.0	0
3452	2 2 2 2 3 5 2 5 4 5 4 5 2 5 4	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2 1	4241.0	0
3453	2 2 2 2 3 5 2 5 4 5 4 5 2 5	4	8 6 0 0 9 14 55 1 1 0 1 2 8 2	4241.0	0
3454	2 2 2 2 3 5 2 5 4 5 4 5 2	5	8 6 0 0 9 14 55 1 1 0 1 2 8	4241.0	1
3455	2 2 2 2 3 5 2 5 4 5 4 5	2	8 6 0 0 9 14 55 1 1 0 1 2	4241.0	1
3456	2 2 2 2 3 5 2 5 4 5 4	5	8 6 0 0 9 14 55 1 1 0 1	4241.0	1
3457	2 2 2 2 3 5 2 5 4 5	4	8 6 0 0 9 14 55 1 1 0	4241.0	0
3458	2 2 2 2 3 5 2 5 4	5	8 6 0 0 9 14 55 1 1	4241.0	1
3459	2 2 2 2 3 5 2 5	4	8 6 0 0 9 14 55 1	4241.0	0
3460	2 2 2 2 3 5 2	5	8 6 0 0 9 14 55	4241.0	1
3461	2 2 2 2 3 5	2	8 6 0 0 9 14	4241.0	1
3462	2 2 2 2 3	5	8 6 0 0 9	4241.0	1
3463	2 2 2 2	3	8 6 0 0	4241.0	0
3464	2 2 2	2	8 6 0	4241.0	1
3465	2 2	2	8 6	4241.0	1
3466	2	2	8	4241.0	1
3467	13 26 13	19	0 0 1	4245.0	0
3468	13 26	13	0 0	4245.0	0
3469	13	26	0	4245.0	0
3470	5 4	5	31 0	4252.0	1
3471	5	4	31	4252.0	0
3472	5 26 12 13	26	5 0 0 0	4253.0	0
3473	5 26 12	13	5 0 0	4253.0	0
3474	5 26	12	5 0	4253.0	0
3475	5	26	5	4253.0	0
3476	28 6 6 2 28 2	2	6 6 1 56 0 27	4261.0	1
3477	28 6 6 2 28	2	6 6 1 56 0	4261.0	1
3478	28 6 6 2	28	6 6 1 56	4261.0	0
3479	28 6 6	2	6 6 1	4261.0	1
3480	28 6	6	6 6	4261.0	1
3481	28	6	6	4261.0	1
3482	2 6 3 2 28 3 2 2 28 3 2	2	3 9 1 9 1 0 0 1 0 0 0	4265.0	1
3483	2 6 3 2 28 3 2 2 28 3	2	3 9 1 9 1 0 0 1 0 0	4265.0	1
3484	2 6 3 2 28 3 2 2 28	3	3 9 1 9 1 0 0 1 0	4265.0	0
3485	2 6 3 2 28 3 2 2	28	3 9 1 9 1 0 0 1	4265.0	0
3486	2 6 3 2 28 3 2	2	3 9 1 9 1 0 0	4265.0	1
3487	2 6 3 2 28 3	2	3 9 1 9 1 0	4265.0	1
3488	2 6 3 2 28	3	3 9 1 9 1	4265.0	0
3489	2 6 3 2	28	3 9 1 9	4265.0	0
3490	2 6 3	2	3 9 1	4265.0	1
3491	2 6	3	3 9	4265.0	0
3492	2	6	3	4265.0	1
3493	2 2 6 6	28	2 1 0 0	4266.0	0
3494	2 2 6	6	2 1 0	4266.0	1
3495	2 2	6	2 1	4266.0	1
3496	2	2	2	4266.0	1
3497	6 2 4	5	0 12 0	4269.0	1
3498	6 2	4	0 12	4269.0	0
3499	6	2	0	4269.0	1
3500	5 4 4 5 5 4 5 5 6 23 4 6 23	6	19 7 0 0 1 4 0 2 0 5 40 0 6	4273.0	1
3501	5 4 4 5 5 4 5 5 6 23 4 6	23	19 7 0 0 1 4 0 2 0 5 40 0	4273.0	0
3502	5 4 4 5 5 4 5 5 6 23 4	6	19 7 0 0 1 4 0 2 0 5 40	4273.0	1
3503	5 4 4 5 5 4 5 5 6 23	4	19 7 0 0 1 4 0 2 0 5	4273.0	0
3504	5 4 4 5 5 4 5 5 6	23	19 7 0 0 1 4 0 2 0	4273.0	0
3505	5 4 4 5 5 4 5 5	6	19 7 0 0 1 4 0 2	4273.0	1
3506	5 4 4 5 5 4 5	5	19 7 0 0 1 4 0	4273.0	1
3507	5 4 4 5 5 4	5	19 7 0 0 1 4	4273.0	1
3508	5 4 4 5 5	4	19 7 0 0 1	4273.0	0
3509	5 4 4 5	5	19 7 0 0	4273.0	1
3510	5 4 4	5	19 7 0	4273.0	1
3511	5 4	4	19 7	4273.0	0
3512	5	4	19	4273.0	0
3513	4	5	0	4287.0	1
3514	4 5 2	6	0 11 3	4288.0	1
3515	4 5	2	0 11	4288.0	1
3516	4	5	0	4288.0	1
3517	2 6 28 3	2	18 0 0 0	4293.0	1
3518	2 6 28	3	18 0 0	4293.0	0
3519	2 6	28	18 0	4293.0	0
3520	2	6	18	4293.0	1
3521	28	2	1	4296.0	1
3522	2	2	0	4297.0	1
3523	2 6 6 9	9	1 0 0 0	4301.0	0
3524	2 6 6	9	1 0 0	4301.0	0
3525	2 6	6	1 0	4301.0	1
3526	2	6	1	4301.0	1
3527	6	2	0	4308.0	1
3528	2 28 28 3 2 2 28 3	2	2 0 30 0 107 0 2 0	4323.0	1
3529	2 28 28 3 2 2 28	3	2 0 30 0 107 0 2	4323.0	0
3530	2 28 28 3 2 2	28	2 0 30 0 107 0	4323.0	0
3531	2 28 28 3 2	2	2 0 30 0 107	4323.0	1
3532	2 28 28 3	2	2 0 30 0	4323.0	1
3533	2 28 28	3	2 0 30	4323.0	0
3534	2 28	28	2 0	4323.0	0
3535	2	28	2	4323.0	0
3536	2 2 3	2	1 0 0	4327.0	1
3537	2 2	3	1 0	4327.0	0
3538	2	2	1	4327.0	1
3539	2 28 28 2 2 6 2 6	6	1 0 2 0 36 1 1 0	4333.0	1
3540	2 28 28 2 2 6 2	6	1 0 2 0 36 1 1	4333.0	1
3541	2 28 28 2 2 6	2	1 0 2 0 36 1	4333.0	1
3542	2 28 28 2 2	6	1 0 2 0 36	4333.0	1
3543	2 28 28 2	2	1 0 2 0	4333.0	1
3544	2 28 28	2	1 0 2	4333.0	1
3545	2 28	28	1 0	4333.0	0
3546	2	28	1	4333.0	0
3547	6 2 6 4	5	0 6 13 0	4335.0	1
3548	6 2 6	4	0 6 13	4335.0	0
3549	6 2	6	0 6	4335.0	1
3550	6	2	0	4335.0	1
3551	4 5 28 2 2 4 5 2 2 2 2 4 5	28	0 0 0 0 0 0 1 76 0 22 12 0 55	4344.0	0
3552	4 5 28 2 2 4 5 2 2 2 2 4	5	0 0 0 0 0 0 1 76 0 22 12 0	4344.0	1
3553	4 5 28 2 2 4 5 2 2 2 2	4	0 0 0 0 0 0 1 76 0 22 12	4344.0	0
3554	4 5 28 2 2 4 5 2 2 2	2	0 0 0 0 0 0 1 76 0 22	4344.0	1
3555	4 5 28 2 2 4 5 2 2	2	0 0 0 0 0 0 1 76 0	4344.0	1
3556	4 5 28 2 2 4 5 2	2	0 0 0 0 0 0 1 76	4344.0	1
3557	4 5 28 2 2 4 5	2	0 0 0 0 0 0 1	4344.0	1
3558	4 5 28 2 2 4	5	0 0 0 0 0 0	4344.0	1
3559	4 5 28 2 2	4	0 0 0 0 0	4344.0	0
3560	4 5 28 2	2	0 0 0 0	4344.0	1
3561	4 5 28	2	0 0 0	4344.0	1
3562	4 5	28	0 0	4344.0	0
3563	4	5	0	4344.0	1
3564	28	1	13	4346.0	0
3565	4 5 6 2 2 3 2 2 2 6 28	2	0 1 6 0 6 0 0 1 7 2 0	4347.0	1
3566	4 5 6 2 2 3 2 2 2 6	28	0 1 6 0 6 0 0 1 7 2	4347.0	0
3567	4 5 6 2 2 3 2 2 2	6	0 1 6 0 6 0 0 1 7	4347.0	1
3568	4 5 6 2 2 3 2 2	2	0 1 6 0 6 0 0 1	4347.0	1
3569	4 5 6 2 2 3 2	2	0 1 6 0 6 0 0	4347.0	1
3570	4 5 6 2 2 3	2	0 1 6 0 6 0	4347.0	1
3571	4 5 6 2 2	3	0 1 6 0 6	4347.0	0
3572	4 5 6 2	2	0 1 6 0	4347.0	1
3573	4 5 6	2	0 1 6	4347.0	1
3574	4 5	6	0 1	4347.0	1
3575	4	5	0	4347.0	1
3576	2 6 3 2	28	0 1 0 10	4349.0	0
3577	2 6 3	2	0 1 0	4349.0	1
3578	2 6	3	0 1	4349.0	0
3579	2	6	0	4349.0	1
3580	2	28	33	4352.0	0
3581	6 6	28	0 10	4354.0	0
3582	6	6	0	4354.0	1
3583	2	2	29	4359.0	1
3584	28 2 3	2	3 0 0	4360.0	1
3585	28 2	3	3 0	4360.0	0
3586	28	2	3	4360.0	1
3587	6 28 6	2	10 14 4	4363.0	1
3588	6 28	6	10 14	4363.0	1
3589	6	28	10	4363.0	0
3590	28 2 3	2	7 0 0	4364.0	1
3591	28 2	3	7 0	4364.0	0
3592	28	2	7	4364.0	1
3593	28 28	2	62 0	4367.0	1
3594	28	28	62	4367.0	0
3595	28 2 2 28 2 2	28	1 0 31 39 25 2	4371.0	0
3596	28 2 2 28 2	2	1 0 31 39 25	4371.0	1
3597	28 2 2 28	2	1 0 31 39	4371.0	1
3598	28 2 2	28	1 0 31	4371.0	0
3599	28 2	2	1 0	4371.0	1
3600	28	2	1	4371.0	1
3601	28 6	6	53 1	4373.0	1
3602	28	6	53	4373.0	1
3603	2 28 2 2	28	0 2 0 8	4375.0	0
3604	2 28 2	2	0 2 0	4375.0	1
3605	2 28	2	0 2	4375.0	1
3606	2	28	0	4375.0	0
3607	28	2	1	4383.0	1
3608	6	28	0	4388.0	0
3609	2	2	1	4392.0	1
3610	2 4 5	2	0 0 25	4395.0	1
3611	2 4	5	0 0	4395.0	1
3612	2	4	0	4395.0	0
3613	2 28 2 2 2 3 2 2 28 2 2 28 2 28 2	2	3 1 0 13 0 0 62 22 0 20 2 0 5 1 0	4396.0	1
3614	2 28 2 2 2 3 2 2 28 2 2 28 2 28	2	3 1 0 13 0 0 62 22 0 20 2 0 5 1	4396.0	1
3615	2 28 2 2 2 3 2 2 28 2 2 28 2	28	3 1 0 13 0 0 62 22 0 20 2 0 5	4396.0	0
3616	2 28 2 2 2 3 2 2 28 2 2 28	2	3 1 0 13 0 0 62 22 0 20 2 0	4396.0	1
3617	2 28 2 2 2 3 2 2 28 2 2	28	3 1 0 13 0 0 62 22 0 20 2	4396.0	0
3618	2 28 2 2 2 3 2 2 28 2	2	3 1 0 13 0 0 62 22 0 20	4396.0	1
3619	2 28 2 2 2 3 2 2 28	2	3 1 0 13 0 0 62 22 0	4396.0	1
3620	2 28 2 2 2 3 2 2	28	3 1 0 13 0 0 62 22	4396.0	0
3621	2 28 2 2 2 3 2	2	3 1 0 13 0 0 62	4396.0	1
3622	2 28 2 2 2 3	2	3 1 0 13 0 0	4396.0	1
3623	2 28 2 2 2	3	3 1 0 13 0	4396.0	0
3624	2 28 2 2	2	3 1 0 13	4396.0	1
3625	2 28 2	2	3 1 0	4396.0	1
3626	2 28	2	3 1	4396.0	1
3627	2	28	3	4396.0	0
3628	28 2 2	2	4 35 1	4398.0	1
3629	28 2	2	4 35	4398.0	1
3630	28	2	4	4398.0	1
3631	3 2 2 6 6	2	0 0 14 1 12	4402.0	1
3632	3 2 2 6	6	0 0 14 1	4402.0	1
3633	3 2 2	6	0 0 14	4402.0	1
3634	3 2	2	0 0	4402.0	1
3635	3	2	0	4402.0	1
3636	2 6	2	0 1	4403.0	1
3637	2	6	0	4403.0	1
3638	6 6 28 2	28	0 0 1 27	4404.0	0
3639	6 6 28	2	0 0 1	4404.0	1
3640	6 6	28	0 0	4404.0	0
3641	6	6	0	4404.0	1
3642	6	2	3	4406.0	1
3643	2 2 2	6	1 0 33	4407.0	1
3644	2 2	2	1 0	4407.0	1
3645	2	2	1	4407.0	1
3646	2	6	26	4411.0	1
3647	2 4 5 4	5	4 0 11 0	4412.0	1
3648	2 4 5	4	4 0 11	4412.0	0
3649	2 4	5	4 0	4412.0	1
3650	2	4	4	4412.0	0
3651	2	28	7	4415.0	0
3652	6	6	1	4417.0	1
3653	5 28	28	0 0	4420.0	0
3654	5	28	0	4420.0	0
3655	4	5	0	4427.0	1
3656	6 28	2	0 7	4431.0	1
3657	6	28	0	4431.0	0
3658	2 2 28	2	3 0 1	4438.0	1
3659	2 2	28	3 0	4438.0	0
3660	2	2	3	4438.0	1
3661	6 6 28 2 28	2	0 0 0 3 5	4439.0	1
3662	6 6 28 2	28	0 0 0 3	4439.0	0
3663	6 6 28	2	0 0 0	4439.0	1
3664	6 6	28	0 0	4439.0	0
3665	6	6	0	4439.0	1
3666	28	2	14	4441.0	1
3667	28 6 6 2 6 2 6 6 2	28	0 1 3 2 6 11 16 0 0	4445.0	0
3668	28 6 6 2 6 2 6 6	2	0 1 3 2 6 11 16 0	4445.0	1
3669	28 6 6 2 6 2 6	6	0 1 3 2 6 11 16	4445.0	1
3670	28 6 6 2 6 2	6	0 1 3 2 6 11	4445.0	1
3671	28 6 6 2 6	2	0 1 3 2 6	4445.0	1
3672	28 6 6 2	6	0 1 3 2	4445.0	1
3673	28 6 6	2	0 1 3	4445.0	1
3674	28 6	6	0 1	4445.0	1
3675	28	6	0	4445.0	1
