window_id	item_id_seq_train	item_id_target	interaction_time_delta_train	session	common_item
1180	15 7 15 7 15 7 15 15 7 15	7	10 14 18 1 1 2 14 17 4 2	1381.0	1
1181	15 7 15 7 15 7 15 15 7	15	10 14 18 1 1 2 14 17 4	1381.0	1
1182	15 7 15 7 15 7 15 15	7	10 14 18 1 1 2 14 17	1381.0	1
1183	15 7 15 7 15 7 15	15	10 14 18 1 1 2 14	1381.0	1
1184	15 7 15 7 15 7	15	10 14 18 1 1 2	1381.0	1
1185	15 7 15 7 15	7	10 14 18 1 1	1381.0	1
1186	15 7 15 7	15	10 14 18 1	1381.0	1
1187	15 7 15	7	10 14 18	1381.0	1
1188	15 7	15	10 14	1381.0	1
1189	15	7	10	1381.0	1
1190	1 4 5 2 15 7 7 15 7 7 15 15 7 15 7 15 15 7 7 15 7 15	7	0 0 0 0 12 2 2 7 37 1 1 1 29 7 8 8 5 4 1 2 17 52	1383.0	1
1191	1 4 5 2 15 7 7 15 7 7 15 15 7 15 7 15 15 7 7 15 7	15	0 0 0 0 12 2 2 7 37 1 1 1 29 7 8 8 5 4 1 2 17	1383.0	1
1192	1 4 5 2 15 7 7 15 7 7 15 15 7 15 7 15 15 7 7 15	7	0 0 0 0 12 2 2 7 37 1 1 1 29 7 8 8 5 4 1 2	1383.0	1
1193	1 4 5 2 15 7 7 15 7 7 15 15 7 15 7 15 15 7 7	15	0 0 0 0 12 2 2 7 37 1 1 1 29 7 8 8 5 4 1	1383.0	1
1194	1 4 5 2 15 7 7 15 7 7 15 15 7 15 7 15 15 7	7	0 0 0 0 12 2 2 7 37 1 1 1 29 7 8 8 5 4	1383.0	1
1195	1 4 5 2 15 7 7 15 7 7 15 15 7 15 7 15 15	7	0 0 0 0 12 2 2 7 37 1 1 1 29 7 8 8 5	1383.0	1
1196	1 4 5 2 15 7 7 15 7 7 15 15 7 15 7 15	15	0 0 0 0 12 2 2 7 37 1 1 1 29 7 8 8	1383.0	1
1197	1 4 5 2 15 7 7 15 7 7 15 15 7 15 7	15	0 0 0 0 12 2 2 7 37 1 1 1 29 7 8	1383.0	1
1198	1 4 5 2 15 7 7 15 7 7 15 15 7 15	7	0 0 0 0 12 2 2 7 37 1 1 1 29 7	1383.0	1
1199	1 4 5 2 15 7 7 15 7 7 15 15 7	15	0 0 0 0 12 2 2 7 37 1 1 1 29	1383.0	1
1200	1 4 5 2 15 7 7 15 7 7 15 15	7	0 0 0 0 12 2 2 7 37 1 1 1	1383.0	1
1201	1 4 5 2 15 7 7 15 7 7 15	15	0 0 0 0 12 2 2 7 37 1 1	1383.0	1
1202	1 4 5 2 15 7 7 15 7 7	15	0 0 0 0 12 2 2 7 37 1	1383.0	1
1203	1 4 5 2 15 7 7 15 7	7	0 0 0 0 12 2 2 7 37	1383.0	1
1204	1 4 5 2 15 7 7 15	7	0 0 0 0 12 2 2 7	1383.0	1
1205	1 4 5 2 15 7 7	15	0 0 0 0 12 2 2	1383.0	1
1206	1 4 5 2 15 7	7	0 0 0 0 12 2	1383.0	1
1207	1 4 5 2 15	7	0 0 0 0 12	1383.0	1
1208	1 4 5 2	15	0 0 0 0	1383.0	1
1209	1 4 5	2	0 0 0	1383.0	1
1210	1 4	5	0 0	1383.0	1
1211	1	4	0	1383.0	0
1212	8	7	1	1385.0	1
1213	11	7	21	1387.0	1
1214	15 5	7	1 21	1389.0	1
1215	15	5	1	1389.0	1
1216	15 4 5 7 15 6 23	7	6 0 15 4 3 0 13	1390.0	1
1217	15 4 5 7 15 6	23	6 0 15 4 3 0	1390.0	0
1218	15 4 5 7 15	6	6 0 15 4 3	1390.0	1
1219	15 4 5 7	15	6 0 15 4	1390.0	1
1220	15 4 5	7	6 0 15	1390.0	1
1221	15 4	5	6 0	1390.0	1
1222	15	4	6	1390.0	0
1223	15	7	30	1393.0	1
1224	2 5 15 4 5 7 2 2 2 2 15	7	1 96 0 0 13 4 0 1 0 1 11	1394.0	1
1225	2 5 15 4 5 7 2 2 2 2	15	1 96 0 0 13 4 0 1 0 1	1394.0	1
1226	2 5 15 4 5 7 2 2 2	2	1 96 0 0 13 4 0 1 0	1394.0	1
1227	2 5 15 4 5 7 2 2	2	1 96 0 0 13 4 0 1	1394.0	1
1228	2 5 15 4 5 7 2	2	1 96 0 0 13 4 0	1394.0	1
1229	2 5 15 4 5 7	2	1 96 0 0 13 4	1394.0	1
1230	2 5 15 4 5	7	1 96 0 0 13	1394.0	1
1231	2 5 15 4	5	1 96 0 0	1394.0	1
1232	2 5 15	4	1 96 0	1394.0	0
1233	2 5	15	1 96	1394.0	1
1234	2	5	1	1394.0	1
1235	2 15 5 7 15 7 15 7 15 7 15 7 2 7 2 15 7 15 1	7	0 10 0 16 14 5 8 1 1 5 12 55 0 2 5 14 153 0 6	1396.0	1
1236	2 15 5 7 15 7 15 7 15 7 15 7 2 7 2 15 7 15	1	0 10 0 16 14 5 8 1 1 5 12 55 0 2 5 14 153 0	1396.0	0
1237	2 15 5 7 15 7 15 7 15 7 15 7 2 7 2 15 7	15	0 10 0 16 14 5 8 1 1 5 12 55 0 2 5 14 153	1396.0	1
1238	2 15 5 7 15 7 15 7 15 7 15 7 2 7 2 15	7	0 10 0 16 14 5 8 1 1 5 12 55 0 2 5 14	1396.0	1
1239	2 15 5 7 15 7 15 7 15 7 15 7 2 7 2	15	0 10 0 16 14 5 8 1 1 5 12 55 0 2 5	1396.0	1
1240	2 15 5 7 15 7 15 7 15 7 15 7 2 7	2	0 10 0 16 14 5 8 1 1 5 12 55 0 2	1396.0	1
1241	2 15 5 7 15 7 15 7 15 7 15 7 2	7	0 10 0 16 14 5 8 1 1 5 12 55 0	1396.0	1
1242	2 15 5 7 15 7 15 7 15 7 15 7	2	0 10 0 16 14 5 8 1 1 5 12 55	1396.0	1
1243	2 15 5 7 15 7 15 7 15 7 15	7	0 10 0 16 14 5 8 1 1 5 12	1396.0	1
1244	2 15 5 7 15 7 15 7 15 7	15	0 10 0 16 14 5 8 1 1 5	1396.0	1
1245	2 15 5 7 15 7 15 7 15	7	0 10 0 16 14 5 8 1 1	1396.0	1
1246	2 15 5 7 15 7 15 7	15	0 10 0 16 14 5 8 1	1396.0	1
1247	2 15 5 7 15 7 15	7	0 10 0 16 14 5 8	1396.0	1
1248	2 15 5 7 15 7	15	0 10 0 16 14 5	1396.0	1
1249	2 15 5 7 15	7	0 10 0 16 14	1396.0	1
1250	2 15 5 7	15	0 10 0 16	1396.0	1
1251	2 15 5	7	0 10 0	1396.0	1
1252	2 15	5	0 10	1396.0	1
1253	2	15	0	1396.0	1
1254	15 6 7 15 7 15 2 2	7	20 1 4 4 8 6 0 1	1397.0	1
1255	15 6 7 15 7 15 2	2	20 1 4 4 8 6 0	1397.0	1
1256	15 6 7 15 7 15	2	20 1 4 4 8 6	1397.0	1
1257	15 6 7 15 7	15	20 1 4 4 8	1397.0	1
1258	15 6 7 15	7	20 1 4 4	1397.0	1
1259	15 6 7	15	20 1 4	1397.0	1
1260	15 6	7	20 1	1397.0	1
1261	15	6	20	1397.0	1
1262	15	7	15	1399.0	1
1263	15 1	7	2 19	1400.0	1
1264	15	1	2	1400.0	0
1265	1 15 2	7	0 0 1	1401.0	1
1266	1 15	2	0 0	1401.0	1
1267	1	15	0	1401.0	1
1268	15 7 15 7 15 7 6 15 7 15 25 7 7 15 7 15	7	14 5 2 1 1 17 17 8 9 0 6 2 36 34 20 10	1403.0	1
1269	15 7 15 7 15 7 6 15 7 15 25 7 7 15 7	15	14 5 2 1 1 17 17 8 9 0 6 2 36 34 20	1403.0	1
1270	15 7 15 7 15 7 6 15 7 15 25 7 7 15	7	14 5 2 1 1 17 17 8 9 0 6 2 36 34	1403.0	1
1271	15 7 15 7 15 7 6 15 7 15 25 7 7	15	14 5 2 1 1 17 17 8 9 0 6 2 36	1403.0	1
1272	15 7 15 7 15 7 6 15 7 15 25 7	7	14 5 2 1 1 17 17 8 9 0 6 2	1403.0	1
1273	15 7 15 7 15 7 6 15 7 15 25	7	14 5 2 1 1 17 17 8 9 0 6	1403.0	1
1274	15 7 15 7 15 7 6 15 7 15	25	14 5 2 1 1 17 17 8 9 0	1403.0	0
1275	15 7 15 7 15 7 6 15 7	15	14 5 2 1 1 17 17 8 9	1403.0	1
1276	15 7 15 7 15 7 6 15	7	14 5 2 1 1 17 17 8	1403.0	1
1277	15 7 15 7 15 7 6	15	14 5 2 1 1 17 17	1403.0	1
1278	15 7 15 7 15 7	6	14 5 2 1 1 17	1403.0	1
1279	15 7 15 7 15	7	14 5 2 1 1	1403.0	1
1280	15 7 15 7	15	14 5 2 1	1403.0	1
1281	15 7 15	7	14 5 2	1403.0	1
1282	15 7	15	14 5	1403.0	1
1283	15	7	14	1403.0	1
1284	15 15	7	7 2	1404.0	1
1285	15	15	7	1404.0	1
1286	15	7	19	1406.0	1
1287	15	7	6	1407.0	1
1288	15 4 5	7	14 0 8	1409.0	1
1289	15 4	5	14 0	1409.0	1
1290	15	4	14	1409.0	0
1291	15	7	18	1412.0	1
1292	4 5	5	0 0	1415.0	1
1293	4	5	0	1415.0	1
1294	2	5	5	1421.0	1
1295	4	5	0	1422.0	1
1296	4 5 8 5	7	0 10 0 8	1423.0	1
1297	4 5 8	5	0 10 0	1423.0	1
1298	4 5	8	0 10	1423.0	0
1299	4	5	0	1423.0	1
1300	4	5	0	1425.0	1
1301	23	2	21	1430.0	1
1302	2	2	8	1436.0	1
1303	1	2	7	1438.0	1
1304	2 4	5	8 0	1439.0	1
1305	2	4	8	1439.0	0
1306	4	5	0	1446.0	1
1307	4	5	0	1449.0	1
1308	4	5	0	1455.0	1
1309	15	7	14	1465.0	1
1310	15 7 15	7	19 15 41	1467.0	1
1311	15 7	15	19 15	1467.0	1
1312	15	7	19	1467.0	1
1313	15	7	36	1470.0	1
1314	15	7	6	1471.0	1
1315	15	7	19	1473.0	1
1316	1	2	4	1481.0	1
1317	4	5	0	1483.0	1
1318	15 7	2	36 30	1487.0	1
1319	15	7	36	1487.0	1
1320	15 7 15 7 7 15 15 7 15 7 15 7 15 7 15	7	8 4 3 12 7 14 2 6 8 56 13 49 5 16 19	1513.0	1
1321	15 7 15 7 7 15 15 7 15 7 15 7 15 7	15	8 4 3 12 7 14 2 6 8 56 13 49 5 16	1513.0	1
1322	15 7 15 7 7 15 15 7 15 7 15 7 15	7	8 4 3 12 7 14 2 6 8 56 13 49 5	1513.0	1
1323	15 7 15 7 7 15 15 7 15 7 15 7	15	8 4 3 12 7 14 2 6 8 56 13 49	1513.0	1
1324	15 7 15 7 7 15 15 7 15 7 15	7	8 4 3 12 7 14 2 6 8 56 13	1513.0	1
1325	15 7 15 7 7 15 15 7 15 7	15	8 4 3 12 7 14 2 6 8 56	1513.0	1
1326	15 7 15 7 7 15 15 7 15	7	8 4 3 12 7 14 2 6 8	1513.0	1
1327	15 7 15 7 7 15 15 7	15	8 4 3 12 7 14 2 6	1513.0	1
1328	15 7 15 7 7 15 15	7	8 4 3 12 7 14 2	1513.0	1
1329	15 7 15 7 7 15	15	8 4 3 12 7 14	1513.0	1
1330	15 7 15 7 7	15	8 4 3 12 7	1513.0	1
1331	15 7 15 7	7	8 4 3 12	1513.0	1
1332	15 7 15	7	8 4 3	1513.0	1
1333	15 7	15	8 4	1513.0	1
1334	15	7	8	1513.0	1
1335	2 2 2	2	14 0 8	1518.0	1
1336	2 2	2	14 0	1518.0	1
1337	2	2	14	1518.0	1
1338	15	7	10	1537.0	1
1339	15 7 15	7	10 4 5	1541.0	1
1340	15 7	15	10 4	1541.0	1
1341	15	7	10	1541.0	1
1342	2 2 2 2	5	15 11 7 1	1552.0	1
1343	2 2 2	2	15 11 7	1552.0	1
1344	2 2	2	15 11	1552.0	1
1345	2	2	15	1552.0	1
1346	15	7	14	1559.0	1
1347	2 15 7 2 15 7 15 7 2	2	0 5 63 13 5 12 4 1 0	1560.0	1
1348	2 15 7 2 15 7 15 7	2	0 5 63 13 5 12 4 1	1560.0	1
1349	2 15 7 2 15 7 15	7	0 5 63 13 5 12 4	1560.0	1
1350	2 15 7 2 15 7	15	0 5 63 13 5 12	1560.0	1
1351	2 15 7 2 15	7	0 5 63 13 5	1560.0	1
1352	2 15 7 2	15	0 5 63 13	1560.0	1
1353	2 15 7	2	0 5 63	1560.0	1
1354	2 15	7	0 5	1560.0	1
1355	2	15	0	1560.0	1
1356	2 15	7	2 7	1561.0	1
1357	2	15	2	1561.0	1
1358	15 2 7	2	0 23 18	1563.0	1
1359	15 2	7	0 23	1563.0	1
1360	15	2	0	1563.0	1
1361	1 15 2	7	1 8 0	1565.0	1
1362	1 15	2	1 8	1565.0	1
1363	1	15	1	1565.0	1
1364	15	7	14	1566.0	1
1365	4	5	0	1571.0	1
1366	2 15 7	2	53 1 63	1581.0	1
1367	2 15	7	53 1	1581.0	1
1368	2	15	53	1581.0	1
1369	15 7 15 7 15	7	17 14 1 3 1	1586.0	1
1370	15 7 15 7	15	17 14 1 3	1586.0	1
1371	15 7 15	7	17 14 1	1586.0	1
1372	15 7	15	17 14	1586.0	1
1373	15	7	17	1586.0	1
1374	15	7	16	1589.0	1
1375	15 11 7 11 8 7	2	9 13 4 1 5 26	1590.0	1
1376	15 11 7 11 8	7	9 13 4 1 5	1590.0	1
1377	15 11 7 11	8	9 13 4 1	1590.0	0
1378	15 11 7	11	9 13 4	1590.0	0
1379	15 11	7	9 13	1590.0	1
1380	15	11	9	1590.0	0
1381	2 2 2 4	5	4 13 6 0	1595.0	1
1382	2 2 2	4	4 13 6	1595.0	0
1383	2 2	2	4 13	1595.0	1
1384	2	2	4	1595.0	1
1385	15 7 15	7	3 2 8	1598.0	1
1386	15 7	15	3 2	1598.0	1
1387	15	7	3	1598.0	1
1388	15 7 15	7	13 2 3	1600.0	1
1389	15 7	15	13 2	1600.0	1
1390	15	7	13	1600.0	1
1391	15 7 15 7 15 7 15	7	5 3 1 6 7 58 16	1601.0	1
1392	15 7 15 7 15 7	15	5 3 1 6 7 58	1601.0	1
1393	15 7 15 7 15	7	5 3 1 6 7	1601.0	1
1394	15 7 15 7	15	5 3 1 6	1601.0	1
1395	15 7 15	7	5 3 1	1601.0	1
1396	15 7	15	5 3	1601.0	1
1397	15	7	5	1601.0	1
1398	15	7	11	1606.0	1
1399	15	7	17	1607.0	1
1400	15 7	1	23 26	1608.0	0
1401	15	7	23	1608.0	1
1402	15 7 15	7	1 1 2	1615.0	1
1403	15 7	15	1 1	1615.0	1
1404	15	7	1	1615.0	1
1405	15	7	16	1623.0	1
1406	15 7 2 2 2 15	7	17 29 33 11 72 1	1628.0	1
1407	15 7 2 2 2	15	17 29 33 11 72	1628.0	1
1408	15 7 2 2	2	17 29 33 11	1628.0	1
1409	15 7 2	2	17 29 33	1628.0	1
1410	15 7	2	17 29	1628.0	1
1411	15	7	17	1628.0	1
1412	15	7	23	1630.0	1
1413	7 6 15 7 15 7 2 2	2	79 61 19 9 29 0 19 4	1632.0	1
1414	7 6 15 7 15 7 2	2	79 61 19 9 29 0 19	1632.0	1
1415	7 6 15 7 15 7	2	79 61 19 9 29 0	1632.0	1
1416	7 6 15 7 15	7	79 61 19 9 29	1632.0	1
1417	7 6 15 7	15	79 61 19 9	1632.0	1
1418	7 6 15	7	79 61 19	1632.0	1
1419	7 6	15	79 61	1632.0	1
1420	7	6	79	1632.0	1
1421	15 7 15 7 15 2 5 7 1 2 2 15 7 7 7 15 7 15 7 2	2	27 5 10 10 4 9 19 0 0 0 7 7 5 3 9 7 2 37 21 104	1633.0	1
1422	15 7 15 7 15 2 5 7 1 2 2 15 7 7 7 15 7 15 7	2	27 5 10 10 4 9 19 0 0 0 7 7 5 3 9 7 2 37 21	1633.0	1
1423	15 7 15 7 15 2 5 7 1 2 2 15 7 7 7 15 7 15	7	27 5 10 10 4 9 19 0 0 0 7 7 5 3 9 7 2 37	1633.0	1
1424	15 7 15 7 15 2 5 7 1 2 2 15 7 7 7 15 7	15	27 5 10 10 4 9 19 0 0 0 7 7 5 3 9 7 2	1633.0	1
1425	15 7 15 7 15 2 5 7 1 2 2 15 7 7 7 15	7	27 5 10 10 4 9 19 0 0 0 7 7 5 3 9 7	1633.0	1
1426	15 7 15 7 15 2 5 7 1 2 2 15 7 7 7	15	27 5 10 10 4 9 19 0 0 0 7 7 5 3 9	1633.0	1
1427	15 7 15 7 15 2 5 7 1 2 2 15 7 7	7	27 5 10 10 4 9 19 0 0 0 7 7 5 3	1633.0	1
1428	15 7 15 7 15 2 5 7 1 2 2 15 7	7	27 5 10 10 4 9 19 0 0 0 7 7 5	1633.0	1
1429	15 7 15 7 15 2 5 7 1 2 2 15	7	27 5 10 10 4 9 19 0 0 0 7 7	1633.0	1
1430	15 7 15 7 15 2 5 7 1 2 2	15	27 5 10 10 4 9 19 0 0 0 7	1633.0	1
1431	15 7 15 7 15 2 5 7 1 2	2	27 5 10 10 4 9 19 0 0 0	1633.0	1
1432	15 7 15 7 15 2 5 7 1	2	27 5 10 10 4 9 19 0 0	1633.0	1
1433	15 7 15 7 15 2 5 7	1	27 5 10 10 4 9 19 0	1633.0	0
1434	15 7 15 7 15 2 5	7	27 5 10 10 4 9 19	1633.0	1
1435	15 7 15 7 15 2	5	27 5 10 10 4 9	1633.0	1
1436	15 7 15 7 15	2	27 5 10 10 4	1633.0	1
1437	15 7 15 7	15	27 5 10 10	1633.0	1
1438	15 7 15	7	27 5 10	1633.0	1
1439	15 7	15	27 5	1633.0	1
1440	15	7	27	1633.0	1
1441	4 5 15	7	0 171 6	1635.0	1
1442	4 5	15	0 171	1635.0	1
1443	4	5	0	1635.0	1
1444	2 2 2 15 7 15 2 7 7 15 7 15 7 6 23 6 6 23 15 2	7	0 24 48 6 12 7 8 8 30 2 14 6 29 0 0 0 0 43 14 1	1641.0	1
1445	2 2 2 15 7 15 2 7 7 15 7 15 7 6 23 6 6 23 15	2	0 24 48 6 12 7 8 8 30 2 14 6 29 0 0 0 0 43 14	1641.0	1
1446	2 2 2 15 7 15 2 7 7 15 7 15 7 6 23 6 6 23	15	0 24 48 6 12 7 8 8 30 2 14 6 29 0 0 0 0 43	1641.0	1
1447	2 2 2 15 7 15 2 7 7 15 7 15 7 6 23 6 6	23	0 24 48 6 12 7 8 8 30 2 14 6 29 0 0 0 0	1641.0	0
1448	2 2 2 15 7 15 2 7 7 15 7 15 7 6 23 6	6	0 24 48 6 12 7 8 8 30 2 14 6 29 0 0 0	1641.0	1
1449	2 2 2 15 7 15 2 7 7 15 7 15 7 6 23	6	0 24 48 6 12 7 8 8 30 2 14 6 29 0 0	1641.0	1
1450	2 2 2 15 7 15 2 7 7 15 7 15 7 6	23	0 24 48 6 12 7 8 8 30 2 14 6 29 0	1641.0	0
1451	2 2 2 15 7 15 2 7 7 15 7 15 7	6	0 24 48 6 12 7 8 8 30 2 14 6 29	1641.0	1
1452	2 2 2 15 7 15 2 7 7 15 7 15	7	0 24 48 6 12 7 8 8 30 2 14 6	1641.0	1
1453	2 2 2 15 7 15 2 7 7 15 7	15	0 24 48 6 12 7 8 8 30 2 14	1641.0	1
1454	2 2 2 15 7 15 2 7 7 15	7	0 24 48 6 12 7 8 8 30 2	1641.0	1
1455	2 2 2 15 7 15 2 7 7	15	0 24 48 6 12 7 8 8 30	1641.0	1
1456	2 2 2 15 7 15 2 7	7	0 24 48 6 12 7 8 8	1641.0	1
1457	2 2 2 15 7 15 2	7	0 24 48 6 12 7 8	1641.0	1
1458	2 2 2 15 7 15	2	0 24 48 6 12 7	1641.0	1
1459	2 2 2 15 7	15	0 24 48 6 12	1641.0	1
1460	2 2 2 15	7	0 24 48 6	1641.0	1
1461	2 2 2	15	0 24 48	1641.0	1
1462	2 2	2	0 24	1641.0	1
1463	2	2	0	1641.0	1
1464	15	7	4	1642.0	1
1465	15 15	7	2 3	1644.0	1
1466	15	15	2	1644.0	1
1467	15 7 15 7 15 1 2	7	8 3 10 13 1 0 5	1645.0	1
1468	15 7 15 7 15 1	2	8 3 10 13 1 0	1645.0	1
1469	15 7 15 7 15	1	8 3 10 13 1	1645.0	0
1470	15 7 15 7	15	8 3 10 13	1645.0	1
1471	15 7 15	7	8 3 10	1645.0	1
1472	15 7	15	8 3	1645.0	1
1473	15	7	8	1645.0	1
1474	15 7 15 7 15	7	2 12 3 6 20	1647.0	1
1475	15 7 15 7	15	2 12 3 6	1647.0	1
1476	15 7 15	7	2 12 3	1647.0	1
1477	15 7	15	2 12	1647.0	1
1478	15	7	2	1647.0	1
1479	15 7 15 7 15	7	18 11 5 24 4	1648.0	1
1480	15 7 15 7	15	18 11 5 24	1648.0	1
1481	15 7 15	7	18 11 5	1648.0	1
1482	15 7	15	18 11	1648.0	1
1483	15	7	18	1648.0	1
1484	15 7	2	1 87	1650.0	1
1485	15	7	1	1650.0	1
1486	15 7 15	7	26 6 2	1656.0	1
1487	15 7	15	26 6	1656.0	1
1488	15	7	26	1656.0	1
1489	5 2 5 15	7	60 0 2 27	1658.0	1
1490	5 2 5	15	60 0 2	1658.0	1
1491	5 2	5	60 0	1658.0	1
1492	5	2	60	1658.0	1
1493	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1 6 6 6 12 19 13 26 14	27	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1 0 0 2 0 0 0 0 1	1659.0	0
1494	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1 6 6 6 12 19 13 26	14	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1 0 0 2 0 0 0 0	1659.0	0
1495	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1 6 6 6 12 19 13	26	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1 0 0 2 0 0 0	1659.0	0
1496	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1 6 6 6 12 19	13	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1 0 0 2 0 0	1659.0	0
1497	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1 6 6 6 12	19	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1 0 0 2 0	1659.0	0
1498	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1 6 6 6	12	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1 0 0 2	1659.0	0
1499	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1 6 6	6	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1 0 0	1659.0	1
1500	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1 6	6	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1 0	1659.0	1
1501	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22 1	6	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0 1	1659.0	1
1502	15 7 15 7 2 7 2 7 5 5 2 3 2 2 22	1	3 6 19 40 27 41 6 0 1 1 1 0 0 2 0	1659.0	0
1503	15 7 15 7 2 7 2 7 5 5 2 3 2 2	22	3 6 19 40 27 41 6 0 1 1 1 0 0 2	1659.0	0
1504	15 7 15 7 2 7 2 7 5 5 2 3 2	2	3 6 19 40 27 41 6 0 1 1 1 0 0	1659.0	1
1505	15 7 15 7 2 7 2 7 5 5 2 3	2	3 6 19 40 27 41 6 0 1 1 1 0	1659.0	1
1506	15 7 15 7 2 7 2 7 5 5 2	3	3 6 19 40 27 41 6 0 1 1 1	1659.0	0
1507	15 7 15 7 2 7 2 7 5 5	2	3 6 19 40 27 41 6 0 1 1	1659.0	1
1508	15 7 15 7 2 7 2 7 5	5	3 6 19 40 27 41 6 0 1	1659.0	1
1509	15 7 15 7 2 7 2 7	5	3 6 19 40 27 41 6 0	1659.0	1
1510	15 7 15 7 2 7 2	7	3 6 19 40 27 41 6	1659.0	1
1511	15 7 15 7 2 7	2	3 6 19 40 27 41	1659.0	1
1512	15 7 15 7 2	7	3 6 19 40 27	1659.0	1
1513	15 7 15 7	2	3 6 19 40	1659.0	1
1514	15 7 15	7	3 6 19	1659.0	1
1515	15 7	15	3 6	1659.0	1
1516	15	7	3	1659.0	1
1517	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7 15 7 15 7 2 5 19 15	7	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18 19 3 11 71 0 24 75 1	1662.0	1
1518	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7 15 7 15 7 2 5 19	15	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18 19 3 11 71 0 24 75	1662.0	1
1519	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7 15 7 15 7 2 5	19	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18 19 3 11 71 0 24	1662.0	0
1520	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7 15 7 15 7 2	5	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18 19 3 11 71 0	1662.0	1
1521	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7 15 7 15 7	2	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18 19 3 11 71	1662.0	1
1522	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7 15 7 15	7	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18 19 3 11	1662.0	1
1523	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7 15 7	15	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18 19 3	1662.0	1
1524	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7 15	7	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18 19	1662.0	1
1525	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15 7	15	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4 18	1662.0	1
1526	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7 15	7	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1 4	1662.0	1
1527	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15 7	15	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3 1	1662.0	1
1528	2 2 2 5 15 15 7 15 7 15 7 15 15 15 15	7	8 24 12 0 22 1 3 18 21 9 3 1 3 3 3	1662.0	1
1529	2 2 2 5 15 15 7 15 7 15 7 15 15 15	15	8 24 12 0 22 1 3 18 21 9 3 1 3 3	1662.0	1
1530	2 2 2 5 15 15 7 15 7 15 7 15 15	15	8 24 12 0 22 1 3 18 21 9 3 1 3	1662.0	1
1531	2 2 2 5 15 15 7 15 7 15 7 15	15	8 24 12 0 22 1 3 18 21 9 3 1	1662.0	1
1532	2 2 2 5 15 15 7 15 7 15 7	15	8 24 12 0 22 1 3 18 21 9 3	1662.0	1
1533	2 2 2 5 15 15 7 15 7 15	7	8 24 12 0 22 1 3 18 21 9	1662.0	1
1534	2 2 2 5 15 15 7 15 7	15	8 24 12 0 22 1 3 18 21	1662.0	1
1535	2 2 2 5 15 15 7 15	7	8 24 12 0 22 1 3 18	1662.0	1
1536	2 2 2 5 15 15 7	15	8 24 12 0 22 1 3	1662.0	1
1537	2 2 2 5 15 15	7	8 24 12 0 22 1	1662.0	1
1538	2 2 2 5 15	15	8 24 12 0 22	1662.0	1
1539	2 2 2 5	15	8 24 12 0	1662.0	1
1540	2 2 2	5	8 24 12	1662.0	1
1541	2 2	2	8 24	1662.0	1
1542	2	2	8	1662.0	1
1543	15 15 3 2 5 4 5 17 5 7 5 7 15	7	7 47 0 6 0 0 5 1 3 1 1 1 82	1666.0	1
1544	15 15 3 2 5 4 5 17 5 7 5 7	15	7 47 0 6 0 0 5 1 3 1 1 1	1666.0	1
